,time,ecgpoint
617,2024-04-22 15:51:53.839+02,-124
618,2024-04-22 15:51:53.843+02,-123
619,2024-04-22 15:51:53.847+02,-125
620,2024-04-22 15:51:53.851+02,-123
621,2024-04-22 15:51:53.855+02,-122
622,2024-04-22 15:51:53.859+02,-118
623,2024-04-22 15:51:53.863+02,-113
624,2024-04-22 15:51:53.867+02,-111
625,2024-04-22 15:51:53.871+02,-112
626,2024-04-22 15:51:53.875+02,-117
627,2024-04-22 15:51:53.879+02,-122
628,2024-04-22 15:51:53.883+02,-119
629,2024-04-22 15:51:53.887+02,-114
630,2024-04-22 15:51:53.891+02,-109
631,2024-04-22 15:51:53.895+02,-108
632,2024-04-22 15:51:53.899+02,-109
633,2024-04-22 15:51:53.903+02,-110
634,2024-04-22 15:51:53.907+02,-111
635,2024-04-22 15:51:53.911+02,-109
636,2024-04-22 15:51:53.915+02,-105
637,2024-04-22 15:51:53.919+02,-104
638,2024-04-22 15:51:53.923+02,-106
639,2024-04-22 15:51:53.927+02,-108
640,2024-04-22 15:51:53.931+02,-107
641,2024-04-22 15:51:53.935+02,-106
642,2024-04-22 15:51:53.939+02,-100
643,2024-04-22 15:51:53.943+02,-99
644,2024-04-22 15:51:53.947+02,-98
645,2024-04-22 15:51:53.951+02,-104
646,2024-04-22 15:51:53.955+02,-104
647,2024-04-22 15:51:53.959+02,-102
648,2024-04-22 15:51:53.963+02,-98
649,2024-04-22 15:51:53.967+02,-98
650,2024-04-22 15:51:53.971+02,-99
651,2024-04-22 15:51:53.975+02,-102
652,2024-04-22 15:51:53.979+02,-103
653,2024-04-22 15:51:53.983+02,-99
654,2024-04-22 15:51:53.987+02,-93
655,2024-04-22 15:51:53.991+02,-89
656,2024-04-22 15:51:53.995+02,-84
657,2024-04-22 15:51:53.999+02,-83
658,2024-04-22 15:51:54.003+02,-86
659,2024-04-22 15:51:54.007+02,-89
660,2024-04-22 15:51:54.011+02,-91
661,2024-04-22 15:51:54.015+02,-89
662,2024-04-22 15:51:54.019+02,-84
663,2024-04-22 15:51:54.023+02,-79
664,2024-04-22 15:51:54.027+02,-80
665,2024-04-22 15:51:54.031+02,-83
666,2024-04-22 15:51:54.035+02,-87
667,2024-04-22 15:51:54.039+02,-86
668,2024-04-22 15:51:54.043+02,-85
669,2024-04-22 15:51:54.047+02,-80
670,2024-04-22 15:51:54.051+02,-83
671,2024-04-22 15:51:54.055+02,-82
672,2024-04-22 15:51:54.059+02,-82
673,2024-04-22 15:51:54.063+02,-80
674,2024-04-22 15:51:54.067+02,-81
675,2024-04-22 15:51:54.071+02,-81
676,2024-04-22 15:51:54.075+02,-81
677,2024-04-22 15:51:54.079+02,-77
678,2024-04-22 15:51:54.083+02,-76
679,2024-04-22 15:51:54.087+02,-74
680,2024-04-22 15:51:54.091+02,-77
681,2024-04-22 15:51:54.095+02,-78
682,2024-04-22 15:51:54.099+02,-80
683,2024-04-22 15:51:54.103+02,-80
684,2024-04-22 15:51:54.107+02,-80
685,2024-04-22 15:51:54.111+02,-78
686,2024-04-22 15:51:54.115+02,-80
687,2024-04-22 15:51:54.119+02,-76
688,2024-04-22 15:51:54.123+02,-80
689,2024-04-22 15:51:54.127+02,-80
690,2024-04-22 15:51:54.131+02,-79
691,2024-04-22 15:51:54.135+02,-79
692,2024-04-22 15:51:54.139+02,-80
693,2024-04-22 15:51:54.143+02,-79
694,2024-04-22 15:51:54.147+02,-78
695,2024-04-22 15:51:54.151+02,-77
696,2024-04-22 15:51:54.155+02,-75
697,2024-04-22 15:51:54.159+02,-76
698,2024-04-22 15:51:54.163+02,-77
699,2024-04-22 15:51:54.167+02,-79
700,2024-04-22 15:51:54.171+02,-78
701,2024-04-22 15:51:54.175+02,-76
702,2024-04-22 15:51:54.179+02,-75
703,2024-04-22 15:51:54.183+02,-74
704,2024-04-22 15:51:54.187+02,-77
705,2024-04-22 15:51:54.191+02,-77
706,2024-04-22 15:51:54.195+02,-78
707,2024-04-22 15:51:54.199+02,-75
708,2024-04-22 15:51:54.203+02,-77
709,2024-04-22 15:51:54.207+02,-77
710,2024-04-22 15:51:54.211+02,-78
711,2024-04-22 15:51:54.215+02,-78
712,2024-04-22 15:51:54.219+02,-76
713,2024-04-22 15:51:54.223+02,-76
714,2024-04-22 15:51:54.227+02,-78
715,2024-04-22 15:51:54.231+02,-77
716,2024-04-22 15:51:54.235+02,-78
717,2024-04-22 15:51:54.239+02,-79
718,2024-04-22 15:51:54.243+02,-79
719,2024-04-22 15:51:54.247+02,-78
720,2024-04-22 15:51:54.251+02,-75
721,2024-04-22 15:51:54.255+02,-73
722,2024-04-22 15:51:54.259+02,-74
723,2024-04-22 15:51:54.263+02,-73
724,2024-04-22 15:51:54.267+02,-76
725,2024-04-22 15:51:54.271+02,-76
726,2024-04-22 15:51:54.275+02,-77
727,2024-04-22 15:51:54.279+02,-75
728,2024-04-22 15:51:54.283+02,-76
729,2024-04-22 15:51:54.287+02,-73
730,2024-04-22 15:51:54.291+02,-74
731,2024-04-22 15:51:54.295+02,-70
732,2024-04-22 15:51:54.299+02,-74
733,2024-04-22 15:51:54.303+02,-72
734,2024-04-22 15:51:54.307+02,-76
735,2024-04-22 15:51:54.311+02,-78
736,2024-04-22 15:51:54.315+02,-76
737,2024-04-22 15:51:54.319+02,-75
738,2024-04-22 15:51:54.323+02,-74
739,2024-04-22 15:51:54.327+02,-75
740,2024-04-22 15:51:54.331+02,-80
741,2024-04-22 15:51:54.335+02,-82
742,2024-04-22 15:51:54.339+02,-79
743,2024-04-22 15:51:54.343+02,-75
744,2024-04-22 15:51:54.347+02,-74
745,2024-04-22 15:51:54.351+02,-75
746,2024-04-22 15:51:54.355+02,-76
747,2024-04-22 15:51:54.359+02,-78
748,2024-04-22 15:51:54.363+02,-77
749,2024-04-22 15:51:54.367+02,-74
750,2024-04-22 15:51:54.371+02,-76
751,2024-04-22 15:51:54.375+02,-75
752,2024-04-22 15:51:54.379+02,-75
753,2024-04-22 15:51:54.383+02,-76
754,2024-04-22 15:51:54.387+02,-76
755,2024-04-22 15:51:54.391+02,-75
756,2024-04-22 15:51:54.395+02,-74
757,2024-04-22 15:51:54.399+02,-73
758,2024-04-22 15:51:54.403+02,-75
759,2024-04-22 15:51:54.407+02,-74
760,2024-04-22 15:51:54.411+02,-75
761,2024-04-22 15:51:54.415+02,-72
762,2024-04-22 15:51:54.419+02,-71
763,2024-04-22 15:51:54.423+02,-72
764,2024-04-22 15:51:54.427+02,-73
765,2024-04-22 15:51:54.431+02,-75
766,2024-04-22 15:51:54.435+02,-78
767,2024-04-22 15:51:54.439+02,-79
768,2024-04-22 15:51:54.443+02,-82
769,2024-04-22 15:51:54.447+02,-82
770,2024-04-22 15:51:54.451+02,-80
771,2024-04-22 15:51:54.455+02,-79
772,2024-04-22 15:51:54.459+02,-75
773,2024-04-22 15:51:54.463+02,-71
774,2024-04-22 15:51:54.467+02,-66
775,2024-04-22 15:51:54.471+02,-67
776,2024-04-22 15:51:54.475+02,-71
777,2024-04-22 15:51:54.479+02,-72
778,2024-04-22 15:51:54.483+02,-70
779,2024-04-22 15:51:54.487+02,-67
780,2024-04-22 15:51:54.491+02,-68
781,2024-04-22 15:51:54.495+02,-68
782,2024-04-22 15:51:54.499+02,-71
783,2024-04-22 15:51:54.503+02,-73
784,2024-04-22 15:51:54.507+02,-74
785,2024-04-22 15:51:54.511+02,-73
786,2024-04-22 15:51:54.515+02,-73
787,2024-04-22 15:51:54.519+02,-69
788,2024-04-22 15:51:54.523+02,-67
789,2024-04-22 15:51:54.527+02,-65
790,2024-04-22 15:51:54.531+02,-65
791,2024-04-22 15:51:54.535+02,-67
792,2024-04-22 15:51:54.539+02,-66
793,2024-04-22 15:51:54.543+02,-67
794,2024-04-22 15:51:54.547+02,-72
795,2024-04-22 15:51:54.551+02,-74
796,2024-04-22 15:51:54.555+02,-76
797,2024-04-22 15:51:54.559+02,-73
798,2024-04-22 15:51:54.563+02,-68
799,2024-04-22 15:51:54.567+02,-66
800,2024-04-22 15:51:54.571+02,-69
801,2024-04-22 15:51:54.575+02,-74
802,2024-04-22 15:51:54.579+02,-80
803,2024-04-22 15:51:54.583+02,-81
804,2024-04-22 15:51:54.587+02,-78
805,2024-04-22 15:51:54.591+02,-73
806,2024-04-22 15:51:54.595+02,-72
807,2024-04-22 15:51:54.599+02,-69
808,2024-04-22 15:51:54.603+02,-67
809,2024-04-22 15:51:54.607+02,-70
810,2024-04-22 15:51:54.611+02,-71
811,2024-04-22 15:51:54.615+02,-72
812,2024-04-22 15:51:54.619+02,-71
813,2024-04-22 15:51:54.623+02,-72
814,2024-04-22 15:51:54.627+02,-75
815,2024-04-22 15:51:54.631+02,-77
816,2024-04-22 15:51:54.635+02,-78
817,2024-04-22 15:51:54.639+02,-78
818,2024-04-22 15:51:54.643+02,-75
819,2024-04-22 15:51:54.647+02,-72
820,2024-04-22 15:51:54.651+02,-70
821,2024-04-22 15:51:54.655+02,-68
822,2024-04-22 15:51:54.659+02,-69
823,2024-04-22 15:51:54.663+02,-72
824,2024-04-22 15:51:54.667+02,-75
825,2024-04-22 15:51:54.671+02,-78
826,2024-04-22 15:51:54.675+02,-77
827,2024-04-22 15:51:54.679+02,-76
828,2024-04-22 15:51:54.683+02,-75
829,2024-04-22 15:51:54.687+02,-73
830,2024-04-22 15:51:54.691+02,-72
831,2024-04-22 15:51:54.695+02,-73
832,2024-04-22 15:51:54.699+02,-77
833,2024-04-22 15:51:54.703+02,-79
834,2024-04-22 15:51:54.707+02,-78
835,2024-04-22 15:51:54.711+02,-79
836,2024-04-22 15:51:54.715+02,-81
837,2024-04-22 15:51:54.719+02,-79
838,2024-04-22 15:51:54.723+02,-81
839,2024-04-22 15:51:54.727+02,-78
840,2024-04-22 15:51:54.731+02,-80
841,2024-04-22 15:51:54.735+02,-80
842,2024-04-22 15:51:54.739+02,-78
843,2024-04-22 15:51:54.743+02,-75
844,2024-04-22 15:51:54.747+02,-74
845,2024-04-22 15:51:54.751+02,-72
846,2024-04-22 15:51:54.755+02,-73
847,2024-04-22 15:51:54.759+02,-73
848,2024-04-22 15:51:54.763+02,-73
849,2024-04-22 15:51:54.767+02,-73
850,2024-04-22 15:51:54.771+02,-73
851,2024-04-22 15:51:54.775+02,-73
852,2024-04-22 15:51:54.779+02,-73
853,2024-04-22 15:51:54.783+02,-74
854,2024-04-22 15:51:54.787+02,-74
855,2024-04-22 15:51:54.791+02,-75
856,2024-04-22 15:51:54.795+02,-75
857,2024-04-22 15:51:54.799+02,-77
858,2024-04-22 15:51:54.803+02,-77
859,2024-04-22 15:51:54.807+02,-76
860,2024-04-22 15:51:54.811+02,-73
861,2024-04-22 15:51:54.815+02,-70
862,2024-04-22 15:51:54.819+02,-66
863,2024-04-22 15:51:54.823+02,-68
864,2024-04-22 15:51:54.827+02,-71
865,2024-04-22 15:51:54.831+02,-76
866,2024-04-22 15:51:54.835+02,-77
867,2024-04-22 15:51:54.839+02,-75
868,2024-04-22 15:51:54.843+02,-72
869,2024-04-22 15:51:54.847+02,-73
870,2024-04-22 15:51:54.851+02,-76
871,2024-04-22 15:51:54.855+02,-79
872,2024-04-22 15:51:54.859+02,-81
873,2024-04-22 15:51:54.863+02,-75
874,2024-04-22 15:51:54.867+02,-70
875,2024-04-22 15:51:54.871+02,-68
876,2024-04-22 15:51:54.875+02,-71
877,2024-04-22 15:51:54.879+02,-74
878,2024-04-22 15:51:54.883+02,-79
879,2024-04-22 15:51:54.887+02,-79
880,2024-04-22 15:51:54.891+02,-78
881,2024-04-22 15:51:54.895+02,-72
882,2024-04-22 15:51:54.899+02,-71
883,2024-04-22 15:51:54.903+02,-69
884,2024-04-22 15:51:54.907+02,-70
885,2024-04-22 15:51:54.911+02,-69
886,2024-04-22 15:51:54.915+02,-70
887,2024-04-22 15:51:54.919+02,-72
888,2024-04-22 15:51:54.923+02,-73
889,2024-04-22 15:51:54.927+02,-72
890,2024-04-22 15:51:54.931+02,-75
891,2024-04-22 15:51:54.935+02,-77
892,2024-04-22 15:51:54.939+02,-78
893,2024-04-22 15:51:54.943+02,-77
894,2024-04-22 15:51:54.947+02,-76
895,2024-04-22 15:51:54.951+02,-74
896,2024-04-22 15:51:54.955+02,-73
897,2024-04-22 15:51:54.959+02,-73
898,2024-04-22 15:51:54.963+02,-72
899,2024-04-22 15:51:54.967+02,-69
900,2024-04-22 15:51:54.971+02,-68
901,2024-04-22 15:51:54.975+02,-69
902,2024-04-22 15:51:54.979+02,-70
903,2024-04-22 15:51:54.983+02,-72
904,2024-04-22 15:51:54.987+02,-73
905,2024-04-22 15:51:54.991+02,-72
906,2024-04-22 15:51:54.995+02,-70
907,2024-04-22 15:51:54.999+02,-70
908,2024-04-22 15:51:55.003+02,-72
909,2024-04-22 15:51:55.007+02,-75
910,2024-04-22 15:51:55.011+02,-76
911,2024-04-22 15:51:55.015+02,-75
912,2024-04-22 15:51:55.019+02,-73
913,2024-04-22 15:51:55.023+02,-67
914,2024-04-22 15:51:55.027+02,-66
915,2024-04-22 15:51:55.031+02,-63
916,2024-04-22 15:51:55.035+02,-67
917,2024-04-22 15:51:55.039+02,-70
918,2024-04-22 15:51:55.043+02,-74
919,2024-04-22 15:51:55.047+02,-74
920,2024-04-22 15:51:55.051+02,-79
921,2024-04-22 15:51:55.055+02,-77
922,2024-04-22 15:51:55.059+02,-76
923,2024-04-22 15:51:55.063+02,-68
924,2024-04-22 15:51:55.067+02,-65
925,2024-04-22 15:51:55.071+02,-61
926,2024-04-22 15:51:55.075+02,-63
927,2024-04-22 15:51:55.079+02,-64
928,2024-04-22 15:51:55.083+02,-68
929,2024-04-22 15:51:55.087+02,-70
930,2024-04-22 15:51:55.091+02,-73
931,2024-04-22 15:51:55.095+02,-72
932,2024-04-22 15:51:55.099+02,-73
933,2024-04-22 15:51:55.103+02,-71
934,2024-04-22 15:51:55.107+02,-70
935,2024-04-22 15:51:55.111+02,-69
936,2024-04-22 15:51:55.115+02,-70
937,2024-04-22 15:51:55.119+02,-70
938,2024-04-22 15:51:55.123+02,-73
939,2024-04-22 15:51:55.127+02,-77
940,2024-04-22 15:51:55.131+02,-78
941,2024-04-22 15:51:55.135+02,-78
942,2024-04-22 15:51:55.139+02,-77
943,2024-04-22 15:51:55.143+02,-75
944,2024-04-22 15:51:55.147+02,-75
945,2024-04-22 15:51:55.151+02,-75
946,2024-04-22 15:51:55.155+02,-77
947,2024-04-22 15:51:55.159+02,-76
948,2024-04-22 15:51:55.163+02,-77
949,2024-04-22 15:51:55.167+02,-76
950,2024-04-22 15:51:55.171+02,-76
951,2024-04-22 15:51:55.175+02,-71
952,2024-04-22 15:51:55.179+02,-72
953,2024-04-22 15:51:55.183+02,-72
954,2024-04-22 15:51:55.187+02,-73
955,2024-04-22 15:51:55.191+02,-71
956,2024-04-22 15:51:55.195+02,-72
957,2024-04-22 15:51:55.199+02,-71
958,2024-04-22 15:51:55.203+02,-72
959,2024-04-22 15:51:55.207+02,-75
960,2024-04-22 15:51:55.211+02,-73
961,2024-04-22 15:51:55.215+02,-74
962,2024-04-22 15:51:55.219+02,-72
963,2024-04-22 15:51:55.223+02,-71
964,2024-04-22 15:51:55.227+02,-70
965,2024-04-22 15:51:55.231+02,-71
966,2024-04-22 15:51:55.235+02,-73
967,2024-04-22 15:51:55.239+02,-75
968,2024-04-22 15:51:55.243+02,-75
969,2024-04-22 15:51:55.247+02,-74
970,2024-04-22 15:51:55.251+02,-74
971,2024-04-22 15:51:55.255+02,-75
972,2024-04-22 15:51:55.259+02,-76
973,2024-04-22 15:51:55.263+02,-75
974,2024-04-22 15:51:55.267+02,-68
975,2024-04-22 15:51:55.271+02,-63
976,2024-04-22 15:51:55.275+02,-61
977,2024-04-22 15:51:55.279+02,-61
978,2024-04-22 15:51:55.283+02,-59
979,2024-04-22 15:51:55.287+02,-57
980,2024-04-22 15:51:55.291+02,-54
981,2024-04-22 15:51:55.295+02,-54
982,2024-04-22 15:51:55.299+02,-57
983,2024-04-22 15:51:55.303+02,-59
984,2024-04-22 15:51:55.307+02,-64
985,2024-04-22 15:51:55.311+02,-66
986,2024-04-22 15:51:55.315+02,-65
987,2024-04-22 15:51:55.319+02,-66
988,2024-04-22 15:51:55.323+02,-64
989,2024-04-22 15:51:55.327+02,-64
990,2024-04-22 15:51:55.331+02,-62
991,2024-04-22 15:51:55.335+02,-63
992,2024-04-22 15:51:55.339+02,-63
993,2024-04-22 15:51:55.343+02,-62
994,2024-04-22 15:51:55.347+02,-64
995,2024-04-22 15:51:55.351+02,-64
996,2024-04-22 15:51:55.355+02,-62
997,2024-04-22 15:51:55.359+02,-61
998,2024-04-22 15:51:55.363+02,-62
999,2024-04-22 15:51:55.367+02,-62
1000,2024-04-22 15:51:55.371+02,-63
1001,2024-04-22 15:51:55.375+02,-64
1002,2024-04-22 15:51:55.379+02,-65
1003,2024-04-22 15:51:55.383+02,-63
1004,2024-04-22 15:51:55.387+02,-60
1005,2024-04-22 15:51:55.391+02,-60
1006,2024-04-22 15:51:55.395+02,-60
1007,2024-04-22 15:51:55.399+02,-61
1008,2024-04-22 15:51:55.403+02,-59
1009,2024-04-22 15:51:55.407+02,-57
1010,2024-04-22 15:51:55.411+02,-57
1011,2024-04-22 15:51:55.415+02,-57
1012,2024-04-22 15:51:55.419+02,-54
1013,2024-04-22 15:51:55.423+02,-50
1014,2024-04-22 15:51:55.427+02,-49
1015,2024-04-22 15:51:55.431+02,-48
1016,2024-04-22 15:51:55.435+02,-49
1017,2024-04-22 15:51:55.439+02,-52
1018,2024-04-22 15:51:55.443+02,-54
1019,2024-04-22 15:51:55.447+02,-55
1020,2024-04-22 15:51:55.451+02,-53
1021,2024-04-22 15:51:55.455+02,-54
1022,2024-04-22 15:51:55.459+02,-53
1023,2024-04-22 15:51:55.463+02,-56
1024,2024-04-22 15:51:55.467+02,-62
1025,2024-04-22 15:51:55.471+02,-61
1026,2024-04-22 15:51:55.475+02,-59
1027,2024-04-22 15:51:55.479+02,-57
1028,2024-04-22 15:51:55.483+02,-56
1029,2024-04-22 15:51:55.487+02,-60
1030,2024-04-22 15:51:55.491+02,-62
1031,2024-04-22 15:51:55.495+02,-61
1032,2024-04-22 15:51:55.499+02,-58
1033,2024-04-22 15:51:55.503+02,-58
1034,2024-04-22 15:51:55.507+02,-61
1035,2024-04-22 15:51:55.511+02,-66
1036,2024-04-22 15:51:55.515+02,-66
1037,2024-04-22 15:51:55.519+02,-65
1038,2024-04-22 15:51:55.523+02,-59
1039,2024-04-22 15:51:55.527+02,-54
1040,2024-04-22 15:51:55.531+02,-53
1041,2024-04-22 15:51:55.535+02,-54
1042,2024-04-22 15:51:55.539+02,-56
1043,2024-04-22 15:51:55.543+02,-60
1044,2024-04-22 15:51:55.547+02,-61
1045,2024-04-22 15:51:55.551+02,-63
1046,2024-04-22 15:51:55.555+02,-61
1047,2024-04-22 15:51:55.559+02,-59
1048,2024-04-22 15:51:55.563+02,-60
1049,2024-04-22 15:51:55.567+02,-60
1050,2024-04-22 15:51:55.571+02,-59
1051,2024-04-22 15:51:55.575+02,-55
1052,2024-04-22 15:51:55.579+02,-54
1053,2024-04-22 15:51:55.583+02,-54
1054,2024-04-22 15:51:55.587+02,-58
1055,2024-04-22 15:51:55.591+02,-57
1056,2024-04-22 15:51:55.595+02,-57
1057,2024-04-22 15:51:55.599+02,-59
1058,2024-04-22 15:51:55.603+02,-55
1059,2024-04-22 15:51:55.607+02,-55
1060,2024-04-22 15:51:55.611+02,-56
1061,2024-04-22 15:51:55.615+02,-59
1062,2024-04-22 15:51:55.619+02,-63
1063,2024-04-22 15:51:55.623+02,-65
1064,2024-04-22 15:51:55.627+02,-61
1065,2024-04-22 15:51:55.631+02,-56
1066,2024-04-22 15:51:55.635+02,-56
1067,2024-04-22 15:51:55.639+02,-55
1068,2024-04-22 15:51:55.643+02,-57
1069,2024-04-22 15:51:55.647+02,-55
1070,2024-04-22 15:51:55.651+02,-57
1071,2024-04-22 15:51:55.655+02,-57
1072,2024-04-22 15:51:55.659+02,-56
1073,2024-04-22 15:51:55.663+02,-57
1074,2024-04-22 15:51:55.667+02,-63
1075,2024-04-22 15:51:55.671+02,-66
1076,2024-04-22 15:51:55.675+02,-64
1077,2024-04-22 15:51:55.679+02,-61
1078,2024-04-22 15:51:55.683+02,-58
1079,2024-04-22 15:51:55.687+02,-56
1080,2024-04-22 15:51:55.691+02,-61
1081,2024-04-22 15:51:55.695+02,-64
1082,2024-04-22 15:51:55.699+02,-61
1083,2024-04-22 15:51:55.703+02,-58
1084,2024-04-22 15:51:55.707+02,-53
1085,2024-04-22 15:51:55.711+02,-54
1086,2024-04-22 15:51:55.715+02,-54
1087,2024-04-22 15:51:55.719+02,-56
1088,2024-04-22 15:51:55.723+02,-57
1089,2024-04-22 15:51:55.727+02,-55
1090,2024-04-22 15:51:55.731+02,-57
1091,2024-04-22 15:51:55.735+02,-55
1092,2024-04-22 15:51:55.739+02,-53
1093,2024-04-22 15:51:55.743+02,-54
1094,2024-04-22 15:51:55.747+02,-52
1095,2024-04-22 15:51:55.751+02,-50
1096,2024-04-22 15:51:55.755+02,-54
1097,2024-04-22 15:51:55.759+02,-53
1098,2024-04-22 15:51:55.763+02,-55
1099,2024-04-22 15:51:55.767+02,-58
1100,2024-04-22 15:51:55.771+02,-57
1101,2024-04-22 15:51:55.775+02,-58
1102,2024-04-22 15:51:55.779+02,-57
1103,2024-04-22 15:51:55.783+02,-56
1104,2024-04-22 15:51:55.787+02,-58
1105,2024-04-22 15:51:55.791+02,-60
1106,2024-04-22 15:51:55.795+02,-59
1107,2024-04-22 15:51:55.799+02,-54
1108,2024-04-22 15:51:55.803+02,-58
1109,2024-04-22 15:51:55.807+02,-56
1110,2024-04-22 15:51:55.811+02,-55
1111,2024-04-22 15:51:55.815+02,-56
1112,2024-04-22 15:51:55.819+02,-55
1113,2024-04-22 15:51:55.823+02,-56
1114,2024-04-22 15:51:55.827+02,-57
1115,2024-04-22 15:51:55.831+02,-55
1116,2024-04-22 15:51:55.835+02,-53
1117,2024-04-22 15:51:55.839+02,-54
1118,2024-04-22 15:51:55.843+02,-50
1119,2024-04-22 15:51:55.847+02,-52
1120,2024-04-22 15:51:55.851+02,-55
1121,2024-04-22 15:51:55.855+02,-56
1122,2024-04-22 15:51:55.859+02,-55
1123,2024-04-22 15:51:55.863+02,-54
1124,2024-04-22 15:51:55.867+02,-55
1125,2024-04-22 15:51:55.871+02,-57
1126,2024-04-22 15:51:55.875+02,-59
1127,2024-04-22 15:51:55.879+02,-57
1128,2024-04-22 15:51:55.883+02,-57
1129,2024-04-22 15:51:55.887+02,-59
1130,2024-04-22 15:51:55.891+02,-56
1131,2024-04-22 15:51:55.895+02,-57
1132,2024-04-22 15:51:55.899+02,-57
1133,2024-04-22 15:51:55.903+02,-56
1134,2024-04-22 15:51:55.907+02,-59
1135,2024-04-22 15:51:55.911+02,-59
1136,2024-04-22 15:51:55.915+02,-62
1137,2024-04-22 15:51:55.919+02,-65
1138,2024-04-22 15:51:55.923+02,-61
1139,2024-04-22 15:51:55.927+02,-58
1140,2024-04-22 15:51:55.931+02,-54
1141,2024-04-22 15:51:55.935+02,-55
1142,2024-04-22 15:51:55.939+02,-58
1143,2024-04-22 15:51:55.943+02,-61
1144,2024-04-22 15:51:55.947+02,-66
1145,2024-04-22 15:51:55.951+02,-64
1146,2024-04-22 15:51:55.955+02,-64
1147,2024-04-22 15:51:55.959+02,-66
1148,2024-04-22 15:51:55.963+02,-70
1149,2024-04-22 15:51:55.967+02,-73
1150,2024-04-22 15:51:55.971+02,-78
1151,2024-04-22 15:51:55.975+02,-73
1152,2024-04-22 15:51:55.979+02,-69
1153,2024-04-22 15:51:55.983+02,-63
1154,2024-04-22 15:51:55.987+02,-61
1155,2024-04-22 15:51:55.991+02,-58
1156,2024-04-22 15:51:55.995+02,-60
1157,2024-04-22 15:51:55.999+02,-60
1158,2024-04-22 15:51:56.003+02,-62
1159,2024-04-22 15:51:56.007+02,-62
1160,2024-04-22 15:51:56.011+02,-65
1161,2024-04-22 15:51:56.015+02,-69
1162,2024-04-22 15:51:56.019+02,-69
1163,2024-04-22 15:51:56.023+02,-65
1164,2024-04-22 15:51:56.027+02,-62
1165,2024-04-22 15:51:56.031+02,-59
1166,2024-04-22 15:51:56.035+02,-60
1167,2024-04-22 15:51:56.039+02,-65
1168,2024-04-22 15:51:56.043+02,-63
1169,2024-04-22 15:51:56.047+02,-61
1170,2024-04-22 15:51:56.051+02,-56
1171,2024-04-22 15:51:56.055+02,-54
1172,2024-04-22 15:51:56.059+02,-56
1173,2024-04-22 15:51:56.063+02,-60
1174,2024-04-22 15:51:56.067+02,-63
1175,2024-04-22 15:51:56.071+02,-62
1176,2024-04-22 15:51:56.075+02,-62
1177,2024-04-22 15:51:56.079+02,-60
1178,2024-04-22 15:51:56.083+02,-65
1179,2024-04-22 15:51:56.087+02,-66
1180,2024-04-22 15:51:56.091+02,-61
1181,2024-04-22 15:51:56.095+02,-61
1182,2024-04-22 15:51:56.099+02,-59
1183,2024-04-22 15:51:56.103+02,-58
1184,2024-04-22 15:51:56.107+02,-60
1185,2024-04-22 15:51:56.111+02,-60
1186,2024-04-22 15:51:56.115+02,-59
1187,2024-04-22 15:51:56.119+02,-59
1188,2024-04-22 15:51:56.123+02,-62
1189,2024-04-22 15:51:56.127+02,-61
1190,2024-04-22 15:51:56.131+02,-60
1191,2024-04-22 15:51:56.135+02,-60
1192,2024-04-22 15:51:56.139+02,-59
1193,2024-04-22 15:51:56.143+02,-57
1194,2024-04-22 15:51:56.147+02,-56
1195,2024-04-22 15:51:56.151+02,-51
1196,2024-04-22 15:51:56.155+02,-50
1197,2024-04-22 15:51:56.159+02,-55
1198,2024-04-22 15:51:56.163+02,-56
1199,2024-04-22 15:51:56.167+02,-59
1200,2024-04-22 15:51:56.171+02,-58
1201,2024-04-22 15:51:56.175+02,-54
1202,2024-04-22 15:51:56.179+02,-52
1203,2024-04-22 15:51:56.183+02,-49
1204,2024-04-22 15:51:56.187+02,-51
1205,2024-04-22 15:51:56.191+02,-50
1206,2024-04-22 15:51:56.195+02,-53
1207,2024-04-22 15:51:56.199+02,-51
1208,2024-04-22 15:51:56.203+02,-51
1209,2024-04-22 15:51:56.207+02,-49
1210,2024-04-22 15:51:56.211+02,-48
1211,2024-04-22 15:51:56.215+02,-49
1212,2024-04-22 15:51:56.219+02,-49
1213,2024-04-22 15:51:56.223+02,-47
1214,2024-04-22 15:51:56.227+02,-48
1215,2024-04-22 15:51:56.231+02,-52
1216,2024-04-22 15:51:56.235+02,-54
1217,2024-04-22 15:51:56.239+02,-53
1218,2024-04-22 15:51:56.243+02,-50
1219,2024-04-22 15:51:56.247+02,-50
1220,2024-04-22 15:51:56.251+02,-49
1221,2024-04-22 15:51:56.255+02,-48
1222,2024-04-22 15:51:56.259+02,-51
1223,2024-04-22 15:51:56.263+02,-49
1224,2024-04-22 15:51:56.267+02,-48
1225,2024-04-22 15:51:56.271+02,-47
1226,2024-04-22 15:51:56.275+02,-49
1227,2024-04-22 15:51:56.279+02,-52
1228,2024-04-22 15:51:56.283+02,-54
1229,2024-04-22 15:51:56.287+02,-54
1230,2024-04-22 15:51:56.291+02,-54
1231,2024-04-22 15:51:56.295+02,-50
1232,2024-04-22 15:51:56.299+02,-49
1233,2024-04-22 15:51:56.303+02,-49
1234,2024-04-22 15:51:56.307+02,-49
1235,2024-04-22 15:51:56.311+02,-46
1236,2024-04-22 15:51:56.315+02,-46
1237,2024-04-22 15:51:56.319+02,-48
1238,2024-04-22 15:51:56.323+02,-51
1239,2024-04-22 15:51:56.327+02,-53
1240,2024-04-22 15:51:56.331+02,-49
